input,relations,prefix,gold_relations
"METRO TOUR SERVICE visits Brooklyn Heights , Fort Greene and Clinton Hill , today through Sunday at 2 p.m. , and downtown Brooklyn , with a stop for gospel music , on Sunday at 10 a.m. All meeting in front of the Marriott hotel , Adams and Tillary Streets , downtown Brooklyn .","[['Brooklyn', 'LOC_CONTAINS', 'Clinton Hill'], ['Brooklyn', 'LOC_CONTAINS', 'Brooklyn Heights']]",NYT,"[['Brooklyn', 'LOC_CONTAINS', 'Clinton Hill'], ['Brooklyn', 'LOC_CONTAINS', 'Brooklyn Heights'], ['Fort Greene', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Brooklyn', 'LOC_CONTAINS', 'Clinton Hill'], ['Brooklyn', 'LOC_CONTAINS', 'Fort Greene'], ['Clinton Hill', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Brooklyn', 'LOC_CONTAINS', 'Brooklyn Heights'], ['Fort Greene', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Brooklyn', 'LOC_CONTAINS', 'Fort Greene'], ['Brooklyn Heights', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Brooklyn Heights', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Clinton Hill', 'LOC_NEIGHBORHOOD', 'Brooklyn']]"
"METRO TOUR SERVICE visits Brooklyn Heights , Fort Greene and Clinton Hill , today through Sunday at 2 p.m. , and downtown Brooklyn , with a stop for gospel music , on Sunday at 10 a.m. All meeting in front of the Marriott hotel , Adams and Tillary Streets , downtown Brooklyn .","[['Brooklyn', 'LOC_CONTAINS', 'Clinton Hill'], ['Brooklyn', 'LOC_CONTAINS', 'Brooklyn Heights']]",NYT,"[['Brooklyn', 'LOC_CONTAINS', 'Clinton Hill'], ['Brooklyn', 'LOC_CONTAINS', 'Brooklyn Heights'], ['Fort Greene', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Brooklyn', 'LOC_CONTAINS', 'Clinton Hill'], ['Brooklyn', 'LOC_CONTAINS', 'Fort Greene'], ['Clinton Hill', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Brooklyn', 'LOC_CONTAINS', 'Brooklyn Heights'], ['Fort Greene', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Brooklyn', 'LOC_CONTAINS', 'Fort Greene'], ['Brooklyn Heights', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Brooklyn Heights', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Clinton Hill', 'LOC_NEIGHBORHOOD', 'Brooklyn']]"
"METRO TOUR SERVICE visits Brooklyn Heights , Fort Greene and Clinton Hill , today through Sunday at 2 p.m. , and downtown Brooklyn , with a stop for gospel music , on Sunday at 10 a.m. All meeting in front of the Marriott hotel , Adams and Tillary Streets , downtown Brooklyn .","[['Brooklyn', 'LOC_CONTAINS', 'Clinton Hill'], ['Brooklyn', 'LOC_CONTAINS', 'Brooklyn Heights'], ['Brooklyn', 'LOC_CONTAINS', 'Clinton Hill']]",NYT,"[['Brooklyn', 'LOC_CONTAINS', 'Clinton Hill'], ['Brooklyn', 'LOC_CONTAINS', 'Brooklyn Heights'], ['Fort Greene', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Brooklyn', 'LOC_CONTAINS', 'Clinton Hill'], ['Brooklyn', 'LOC_CONTAINS', 'Fort Greene'], ['Clinton Hill', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Brooklyn', 'LOC_CONTAINS', 'Brooklyn Heights'], ['Fort Greene', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Brooklyn', 'LOC_CONTAINS', 'Fort Greene'], ['Brooklyn Heights', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Brooklyn Heights', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Clinton Hill', 'LOC_NEIGHBORHOOD', 'Brooklyn']]"
"METRO TOUR SERVICE visits Brooklyn Heights , Fort Greene and Clinton Hill , today through Sunday at 2 p.m. , and downtown Brooklyn , with a stop for gospel music , on Sunday at 10 a.m. All meeting in front of the Marriott hotel , Adams and Tillary Streets , downtown Brooklyn .","[['Brooklyn', 'LOC_CONTAINS', 'Clinton Hill'], ['Brooklyn', 'LOC_CONTAINS', 'Brooklyn Heights'], ['Brooklyn', 'LOC_CONTAINS', 'Clinton Hill'], ['Brooklyn', 'LOC_CONTAINS', 'Fort Greene']]",NYT,"[['Brooklyn', 'LOC_CONTAINS', 'Clinton Hill'], ['Brooklyn', 'LOC_CONTAINS', 'Brooklyn Heights'], ['Fort Greene', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Brooklyn', 'LOC_CONTAINS', 'Clinton Hill'], ['Brooklyn', 'LOC_CONTAINS', 'Fort Greene'], ['Clinton Hill', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Brooklyn', 'LOC_CONTAINS', 'Brooklyn Heights'], ['Fort Greene', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Brooklyn', 'LOC_CONTAINS', 'Fort Greene'], ['Brooklyn Heights', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Brooklyn Heights', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Clinton Hill', 'LOC_NEIGHBORHOOD', 'Brooklyn']]"
"METRO TOUR SERVICE visits Brooklyn Heights , Fort Greene and Clinton Hill , today through Sunday at 2 p.m. , and downtown Brooklyn , with a stop for gospel music , on Sunday at 10 a.m. All meeting in front of the Marriott hotel , Adams and Tillary Streets , downtown Brooklyn .","[['Brooklyn', 'LOC_CONTAINS', 'Clinton Hill'], ['Brooklyn', 'LOC_CONTAINS', 'Brooklyn Heights'], ['Brooklyn', 'LOC_CONTAINS', 'Clinton Hill'], ['Brooklyn', 'LOC_CONTAINS', 'Fort Greene']]",NYT,"[['Brooklyn', 'LOC_CONTAINS', 'Clinton Hill'], ['Brooklyn', 'LOC_CONTAINS', 'Brooklyn Heights'], ['Fort Greene', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Brooklyn', 'LOC_CONTAINS', 'Clinton Hill'], ['Brooklyn', 'LOC_CONTAINS', 'Fort Greene'], ['Clinton Hill', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Brooklyn', 'LOC_CONTAINS', 'Brooklyn Heights'], ['Fort Greene', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Brooklyn', 'LOC_CONTAINS', 'Fort Greene'], ['Brooklyn Heights', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Brooklyn Heights', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Clinton Hill', 'LOC_NEIGHBORHOOD', 'Brooklyn']]"
"METRO TOUR SERVICE visits Brooklyn Heights , Fort Greene and Clinton Hill , today through Sunday at 2 p.m. , and downtown Brooklyn , with a stop for gospel music , on Sunday at 10 a.m. All meeting in front of the Marriott hotel , Adams and Tillary Streets , downtown Brooklyn .","[['Brooklyn', 'LOC_CONTAINS', 'Clinton Hill'], ['Brooklyn', 'LOC_CONTAINS', 'Brooklyn Heights'], ['Brooklyn', 'LOC_CONTAINS', 'Clinton Hill'], ['Brooklyn', 'LOC_CONTAINS', 'Fort Greene'], ['Brooklyn', 'LOC_CONTAINS', 'Brooklyn Heights']]",NYT,"[['Brooklyn', 'LOC_CONTAINS', 'Clinton Hill'], ['Brooklyn', 'LOC_CONTAINS', 'Brooklyn Heights'], ['Fort Greene', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Brooklyn', 'LOC_CONTAINS', 'Clinton Hill'], ['Brooklyn', 'LOC_CONTAINS', 'Fort Greene'], ['Clinton Hill', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Brooklyn', 'LOC_CONTAINS', 'Brooklyn Heights'], ['Fort Greene', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Brooklyn', 'LOC_CONTAINS', 'Fort Greene'], ['Brooklyn Heights', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Brooklyn Heights', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Clinton Hill', 'LOC_NEIGHBORHOOD', 'Brooklyn']]"
"METRO TOUR SERVICE visits Brooklyn Heights , Fort Greene and Clinton Hill , today through Sunday at 2 p.m. , and downtown Brooklyn , with a stop for gospel music , on Sunday at 10 a.m. All meeting in front of the Marriott hotel , Adams and Tillary Streets , downtown Brooklyn .","[['Brooklyn', 'LOC_CONTAINS', 'Clinton Hill'], ['Brooklyn', 'LOC_CONTAINS', 'Brooklyn Heights'], ['Brooklyn', 'LOC_CONTAINS', 'Clinton Hill'], ['Brooklyn', 'LOC_CONTAINS', 'Fort Greene'], ['Brooklyn', 'LOC_CONTAINS', 'Brooklyn Heights']]",NYT,"[['Brooklyn', 'LOC_CONTAINS', 'Clinton Hill'], ['Brooklyn', 'LOC_CONTAINS', 'Brooklyn Heights'], ['Fort Greene', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Brooklyn', 'LOC_CONTAINS', 'Clinton Hill'], ['Brooklyn', 'LOC_CONTAINS', 'Fort Greene'], ['Clinton Hill', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Brooklyn', 'LOC_CONTAINS', 'Brooklyn Heights'], ['Fort Greene', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Brooklyn', 'LOC_CONTAINS', 'Fort Greene'], ['Brooklyn Heights', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Brooklyn Heights', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Clinton Hill', 'LOC_NEIGHBORHOOD', 'Brooklyn']]"
"METRO TOUR SERVICE visits Brooklyn Heights , Fort Greene and Clinton Hill , today through Sunday at 2 p.m. , and downtown Brooklyn , with a stop for gospel music , on Sunday at 10 a.m. All meeting in front of the Marriott hotel , Adams and Tillary Streets , downtown Brooklyn .","[['Brooklyn', 'LOC_CONTAINS', 'Clinton Hill'], ['Brooklyn', 'LOC_CONTAINS', 'Brooklyn Heights'], ['Brooklyn', 'LOC_CONTAINS', 'Clinton Hill'], ['Brooklyn', 'LOC_CONTAINS', 'Fort Greene'], ['Brooklyn', 'LOC_CONTAINS', 'Brooklyn Heights'], ['Brooklyn', 'LOC_CONTAINS', 'Fort Greene']]",NYT,"[['Brooklyn', 'LOC_CONTAINS', 'Clinton Hill'], ['Brooklyn', 'LOC_CONTAINS', 'Brooklyn Heights'], ['Fort Greene', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Brooklyn', 'LOC_CONTAINS', 'Clinton Hill'], ['Brooklyn', 'LOC_CONTAINS', 'Fort Greene'], ['Clinton Hill', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Brooklyn', 'LOC_CONTAINS', 'Brooklyn Heights'], ['Fort Greene', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Brooklyn', 'LOC_CONTAINS', 'Fort Greene'], ['Brooklyn Heights', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Brooklyn Heights', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Clinton Hill', 'LOC_NEIGHBORHOOD', 'Brooklyn']]"
"METRO TOUR SERVICE visits Brooklyn Heights , Fort Greene and Clinton Hill , today through Sunday at 2 p.m. , and downtown Brooklyn , with a stop for gospel music , on Sunday at 10 a.m. All meeting in front of the Marriott hotel , Adams and Tillary Streets , downtown Brooklyn .","[['Brooklyn', 'LOC_CONTAINS', 'Clinton Hill'], ['Brooklyn', 'LOC_CONTAINS', 'Brooklyn Heights'], ['Brooklyn', 'LOC_CONTAINS', 'Clinton Hill'], ['Brooklyn', 'LOC_CONTAINS', 'Fort Greene'], ['Brooklyn', 'LOC_CONTAINS', 'Brooklyn Heights'], ['Brooklyn', 'LOC_CONTAINS', 'Fort Greene']]",NYT,"[['Brooklyn', 'LOC_CONTAINS', 'Clinton Hill'], ['Brooklyn', 'LOC_CONTAINS', 'Brooklyn Heights'], ['Fort Greene', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Brooklyn', 'LOC_CONTAINS', 'Clinton Hill'], ['Brooklyn', 'LOC_CONTAINS', 'Fort Greene'], ['Clinton Hill', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Brooklyn', 'LOC_CONTAINS', 'Brooklyn Heights'], ['Fort Greene', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Brooklyn', 'LOC_CONTAINS', 'Fort Greene'], ['Brooklyn Heights', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Brooklyn Heights', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Clinton Hill', 'LOC_NEIGHBORHOOD', 'Brooklyn']]"
"METRO TOUR SERVICE visits Brooklyn Heights , Fort Greene and Clinton Hill , today through Sunday at 2 p.m. , and downtown Brooklyn , with a stop for gospel music , on Sunday at 10 a.m. All meeting in front of the Marriott hotel , Adams and Tillary Streets , downtown Brooklyn .","[['Brooklyn', 'LOC_CONTAINS', 'Clinton Hill'], ['Brooklyn', 'LOC_CONTAINS', 'Brooklyn Heights'], ['Brooklyn', 'LOC_CONTAINS', 'Clinton Hill'], ['Brooklyn', 'LOC_CONTAINS', 'Fort Greene'], ['Brooklyn', 'LOC_CONTAINS', 'Brooklyn Heights'], ['Brooklyn', 'LOC_CONTAINS', 'Fort Greene']]",NYT,"[['Brooklyn', 'LOC_CONTAINS', 'Clinton Hill'], ['Brooklyn', 'LOC_CONTAINS', 'Brooklyn Heights'], ['Fort Greene', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Brooklyn', 'LOC_CONTAINS', 'Clinton Hill'], ['Brooklyn', 'LOC_CONTAINS', 'Fort Greene'], ['Clinton Hill', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Brooklyn', 'LOC_CONTAINS', 'Brooklyn Heights'], ['Fort Greene', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Brooklyn', 'LOC_CONTAINS', 'Fort Greene'], ['Brooklyn Heights', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Brooklyn Heights', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Clinton Hill', 'LOC_NEIGHBORHOOD', 'Brooklyn']]"
"METRO TOUR SERVICE visits Brooklyn Heights , Fort Greene and Clinton Hill , today through Sunday at 2 p.m. , and downtown Brooklyn , with a stop for gospel music , on Sunday at 10 a.m. All meeting in front of the Marriott hotel , Adams and Tillary Streets , downtown Brooklyn .","[['Brooklyn', 'LOC_CONTAINS', 'Clinton Hill'], ['Brooklyn', 'LOC_CONTAINS', 'Brooklyn Heights'], ['Brooklyn', 'LOC_CONTAINS', 'Clinton Hill'], ['Brooklyn', 'LOC_CONTAINS', 'Fort Greene'], ['Brooklyn', 'LOC_CONTAINS', 'Brooklyn Heights'], ['Brooklyn', 'LOC_CONTAINS', 'Fort Greene']]",NYT,"[['Brooklyn', 'LOC_CONTAINS', 'Clinton Hill'], ['Brooklyn', 'LOC_CONTAINS', 'Brooklyn Heights'], ['Fort Greene', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Brooklyn', 'LOC_CONTAINS', 'Clinton Hill'], ['Brooklyn', 'LOC_CONTAINS', 'Fort Greene'], ['Clinton Hill', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Brooklyn', 'LOC_CONTAINS', 'Brooklyn Heights'], ['Fort Greene', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Brooklyn', 'LOC_CONTAINS', 'Fort Greene'], ['Brooklyn Heights', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Brooklyn Heights', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Clinton Hill', 'LOC_NEIGHBORHOOD', 'Brooklyn']]"
"General Zinni , a retired marine who once served as the top American military officer in the Middle East , contended that the threat posed by Saddam Hussein 's Iraq was vastly overstated and that invading Iraq would be a burdensome distraction from the struggle against Al Qaeda .","[['Saddam Hussein', 'PEO_PLACE_OF_BIRTH', 'Iraq']]",NYT,"[['Middle East', 'LOC_CONTAINS', 'Iraq'], ['Saddam Hussein', 'PEO_PLACE_OF_BIRTH', 'Iraq'], ['Saddam Hussein', 'PEO_PLACE_OF_DEATH', 'Iraq'], ['Saddam Hussein', 'PEO_PLACE_OF_BIRTH', 'Iraq'], ['Saddam Hussein', 'PEO_NATIONALITY', 'Iraq'], ['Saddam Hussein', 'PEO_NATIONALITY', 'Iraq'], ['Saddam Hussein', 'PEO_PLACE_OF_DEATH', 'Iraq'], ['Middle East', 'LOC_CONTAINS', 'Iraq']]"
"General Zinni , a retired marine who once served as the top American military officer in the Middle East , contended that the threat posed by Saddam Hussein 's Iraq was vastly overstated and that invading Iraq would be a burdensome distraction from the struggle against Al Qaeda .","[['Saddam Hussein', 'PEO_PLACE_OF_BIRTH', 'Iraq']]",NYT,"[['Middle East', 'LOC_CONTAINS', 'Iraq'], ['Saddam Hussein', 'PEO_PLACE_OF_BIRTH', 'Iraq'], ['Saddam Hussein', 'PEO_PLACE_OF_DEATH', 'Iraq'], ['Saddam Hussein', 'PEO_PLACE_OF_BIRTH', 'Iraq'], ['Saddam Hussein', 'PEO_NATIONALITY', 'Iraq'], ['Saddam Hussein', 'PEO_NATIONALITY', 'Iraq'], ['Saddam Hussein', 'PEO_PLACE_OF_DEATH', 'Iraq'], ['Middle East', 'LOC_CONTAINS', 'Iraq']]"
"General Zinni , a retired marine who once served as the top American military officer in the Middle East , contended that the threat posed by Saddam Hussein 's Iraq was vastly overstated and that invading Iraq would be a burdensome distraction from the struggle against Al Qaeda .","[['Saddam Hussein', 'PEO_PLACE_OF_BIRTH', 'Iraq'], ['Saddam Hussein', 'PEO_PLACE_OF_BIRTH', 'Iraq']]",NYT,"[['Middle East', 'LOC_CONTAINS', 'Iraq'], ['Saddam Hussein', 'PEO_PLACE_OF_BIRTH', 'Iraq'], ['Saddam Hussein', 'PEO_PLACE_OF_DEATH', 'Iraq'], ['Saddam Hussein', 'PEO_PLACE_OF_BIRTH', 'Iraq'], ['Saddam Hussein', 'PEO_NATIONALITY', 'Iraq'], ['Saddam Hussein', 'PEO_NATIONALITY', 'Iraq'], ['Saddam Hussein', 'PEO_PLACE_OF_DEATH', 'Iraq'], ['Middle East', 'LOC_CONTAINS', 'Iraq']]"
"General Zinni , a retired marine who once served as the top American military officer in the Middle East , contended that the threat posed by Saddam Hussein 's Iraq was vastly overstated and that invading Iraq would be a burdensome distraction from the struggle against Al Qaeda .","[['Saddam Hussein', 'PEO_PLACE_OF_BIRTH', 'Iraq'], ['Saddam Hussein', 'PEO_PLACE_OF_BIRTH', 'Iraq']]",NYT,"[['Middle East', 'LOC_CONTAINS', 'Iraq'], ['Saddam Hussein', 'PEO_PLACE_OF_BIRTH', 'Iraq'], ['Saddam Hussein', 'PEO_PLACE_OF_DEATH', 'Iraq'], ['Saddam Hussein', 'PEO_PLACE_OF_BIRTH', 'Iraq'], ['Saddam Hussein', 'PEO_NATIONALITY', 'Iraq'], ['Saddam Hussein', 'PEO_NATIONALITY', 'Iraq'], ['Saddam Hussein', 'PEO_PLACE_OF_DEATH', 'Iraq'], ['Middle East', 'LOC_CONTAINS', 'Iraq']]"
"General Zinni , a retired marine who once served as the top American military officer in the Middle East , contended that the threat posed by Saddam Hussein 's Iraq was vastly overstated and that invading Iraq would be a burdensome distraction from the struggle against Al Qaeda .","[['Saddam Hussein', 'PEO_PLACE_OF_BIRTH', 'Iraq'], ['Saddam Hussein', 'PEO_PLACE_OF_BIRTH', 'Iraq']]",NYT,"[['Middle East', 'LOC_CONTAINS', 'Iraq'], ['Saddam Hussein', 'PEO_PLACE_OF_BIRTH', 'Iraq'], ['Saddam Hussein', 'PEO_PLACE_OF_DEATH', 'Iraq'], ['Saddam Hussein', 'PEO_PLACE_OF_BIRTH', 'Iraq'], ['Saddam Hussein', 'PEO_NATIONALITY', 'Iraq'], ['Saddam Hussein', 'PEO_NATIONALITY', 'Iraq'], ['Saddam Hussein', 'PEO_PLACE_OF_DEATH', 'Iraq'], ['Middle East', 'LOC_CONTAINS', 'Iraq']]"
"General Zinni , a retired marine who once served as the top American military officer in the Middle East , contended that the threat posed by Saddam Hussein 's Iraq was vastly overstated and that invading Iraq would be a burdensome distraction from the struggle against Al Qaeda .","[['Saddam Hussein', 'PEO_PLACE_OF_BIRTH', 'Iraq'], ['Saddam Hussein', 'PEO_PLACE_OF_BIRTH', 'Iraq']]",NYT,"[['Middle East', 'LOC_CONTAINS', 'Iraq'], ['Saddam Hussein', 'PEO_PLACE_OF_BIRTH', 'Iraq'], ['Saddam Hussein', 'PEO_PLACE_OF_DEATH', 'Iraq'], ['Saddam Hussein', 'PEO_PLACE_OF_BIRTH', 'Iraq'], ['Saddam Hussein', 'PEO_NATIONALITY', 'Iraq'], ['Saddam Hussein', 'PEO_NATIONALITY', 'Iraq'], ['Saddam Hussein', 'PEO_PLACE_OF_DEATH', 'Iraq'], ['Middle East', 'LOC_CONTAINS', 'Iraq']]"
"General Zinni , a retired marine who once served as the top American military officer in the Middle East , contended that the threat posed by Saddam Hussein 's Iraq was vastly overstated and that invading Iraq would be a burdensome distraction from the struggle against Al Qaeda .","[['Saddam Hussein', 'PEO_PLACE_OF_BIRTH', 'Iraq'], ['Saddam Hussein', 'PEO_PLACE_OF_BIRTH', 'Iraq']]",NYT,"[['Middle East', 'LOC_CONTAINS', 'Iraq'], ['Saddam Hussein', 'PEO_PLACE_OF_BIRTH', 'Iraq'], ['Saddam Hussein', 'PEO_PLACE_OF_DEATH', 'Iraq'], ['Saddam Hussein', 'PEO_PLACE_OF_BIRTH', 'Iraq'], ['Saddam Hussein', 'PEO_NATIONALITY', 'Iraq'], ['Saddam Hussein', 'PEO_NATIONALITY', 'Iraq'], ['Saddam Hussein', 'PEO_PLACE_OF_DEATH', 'Iraq'], ['Middle East', 'LOC_CONTAINS', 'Iraq']]"
"Or , writing rapturously of reading Pat Conroy 's '' Prince of Tides '' in a South Carolina beach house , he proclaims , '' This is life energized by books . ''","[['Pat Conroy', 'PEO_PLACE_LIVED', 'South Carolina']]",NYT,"[['Pat Conroy', 'PEO_PLACE_LIVED', 'South Carolina']]"
"In 1961 , when Mr. Donoghue was visiting his friend Norman Mailer in Provincetown , Mass. .","[['Norman Mailer', 'PEO_PLACE_LIVED', 'Provincetown']]",NYT,"[['Norman Mailer', 'PEO_PLACE_LIVED', 'Provincetown']]"
"The Camel : May 2000 to October 2001 Midday on May 21 , 2000 , Rahmatullah was holding a sign at the airport in Quetta , Pakistan : '' Mr. Mick Hoober . ''","[['Pakistan', 'LOC_CONTAINS', 'Quetta']]",NYT,"[['Pakistan', 'LOC_CONTAINS', 'Quetta']]"
"Ms. Harris , in Montgomery , has been a beneficiary of Alabama 's progress .","[['Alabama', 'LOC_CONTAINS', 'Montgomery']]",NYT,"[['Alabama', 'LOC_CONTAINS', 'Montgomery']]"
"A prosecutor in the state of Brandenberg , Benedikt Welfens , told German television on Monday that several million dollars ' worth of equipment that could be used for a nuclear program had been shipped from Germany to Iran , via a Russian company that operated in Berlin in 2003 and 2004 . ''","[['Germany', 'LOC_CONTAINS', 'Berlin']]",NYT,"[['Berlin', 'LOC_COUNTRY', 'Germany'], ['Germany', 'LOC_ADMIN_DIVISIONS', 'Berlin'], ['Germany', 'LOC_CONTAINS', 'Berlin'], ['Germany', 'LOC_CAPITAL', 'Berlin']]"
"A prosecutor in the state of Brandenberg , Benedikt Welfens , told German television on Monday that several million dollars ' worth of equipment that could be used for a nuclear program had been shipped from Germany to Iran , via a Russian company that operated in Berlin in 2003 and 2004 . ''","[['Germany', 'LOC_CONTAINS', 'Berlin']]",NYT,"[['Berlin', 'LOC_COUNTRY', 'Germany'], ['Germany', 'LOC_ADMIN_DIVISIONS', 'Berlin'], ['Germany', 'LOC_CONTAINS', 'Berlin'], ['Germany', 'LOC_CAPITAL', 'Berlin']]"
"Current is easily mocked , but it is at least one youth-oriented cable network that does not dance to the tune of the 82-year-old Sumner Redstone , the chairman of Viacom .","[['Sumner Redstone', 'BUS_COMPANY', 'Viacom']]",NYT,"[['Viacom', 'BUS_MAJOR_SHAREHOLDERS', 'Sumner Redstone'], ['Sumner Redstone', 'BUS_MAJOR_SHAREHOLDER', 'Viacom'], ['Sumner Redstone', 'BUS_COMPANY', 'Viacom']]"
"The attacks , in Russia 's Caucasus region , took place in a city that had remained free until now of the worst violence that has stalked southwestern Russia since war began in nearby Chechnya in 1994 , and cast fresh doubts on the Kremlin 's insistence that the region has been stabilizing and returning to its control .","[['Russia', 'LOC_CONTAINS', 'Chechnya']]",NYT,"[['Chechnya', 'LOC_COUNTRY', 'Russia'], ['Russia', 'LOC_CONTAINS', 'Chechnya'], ['Russia', 'LOC_ADMIN_DIVISIONS', 'Chechnya'], ['Russia', 'LOC_ADMIN_DIVISIONS', 'Chechnya'], ['Russia', 'LOC_CONTAINS', 'Chechnya'], ['Chechnya', 'LOC_COUNTRY', 'Russia']]"
"The attacks , in Russia 's Caucasus region , took place in a city that had remained free until now of the worst violence that has stalked southwestern Russia since war began in nearby Chechnya in 1994 , and cast fresh doubts on the Kremlin 's insistence that the region has been stabilizing and returning to its control .","[['Russia', 'LOC_CONTAINS', 'Chechnya'], ['Russia', 'LOC_ADMIN_DIVISIONS', 'Chechnya']]",NYT,"[['Chechnya', 'LOC_COUNTRY', 'Russia'], ['Russia', 'LOC_CONTAINS', 'Chechnya'], ['Russia', 'LOC_ADMIN_DIVISIONS', 'Chechnya'], ['Russia', 'LOC_ADMIN_DIVISIONS', 'Chechnya'], ['Russia', 'LOC_CONTAINS', 'Chechnya'], ['Chechnya', 'LOC_COUNTRY', 'Russia']]"
"The attacks , in Russia 's Caucasus region , took place in a city that had remained free until now of the worst violence that has stalked southwestern Russia since war began in nearby Chechnya in 1994 , and cast fresh doubts on the Kremlin 's insistence that the region has been stabilizing and returning to its control .","[['Russia', 'LOC_CONTAINS', 'Chechnya'], ['Russia', 'LOC_ADMIN_DIVISIONS', 'Chechnya'], ['Russia', 'LOC_ADMIN_DIVISIONS', 'Chechnya']]",NYT,"[['Chechnya', 'LOC_COUNTRY', 'Russia'], ['Russia', 'LOC_CONTAINS', 'Chechnya'], ['Russia', 'LOC_ADMIN_DIVISIONS', 'Chechnya'], ['Russia', 'LOC_ADMIN_DIVISIONS', 'Chechnya'], ['Russia', 'LOC_CONTAINS', 'Chechnya'], ['Chechnya', 'LOC_COUNTRY', 'Russia']]"
"The attacks , in Russia 's Caucasus region , took place in a city that had remained free until now of the worst violence that has stalked southwestern Russia since war began in nearby Chechnya in 1994 , and cast fresh doubts on the Kremlin 's insistence that the region has been stabilizing and returning to its control .","[['Russia', 'LOC_CONTAINS', 'Chechnya'], ['Russia', 'LOC_ADMIN_DIVISIONS', 'Chechnya'], ['Russia', 'LOC_ADMIN_DIVISIONS', 'Chechnya'], ['Russia', 'LOC_CONTAINS', 'Chechnya']]",NYT,"[['Chechnya', 'LOC_COUNTRY', 'Russia'], ['Russia', 'LOC_CONTAINS', 'Chechnya'], ['Russia', 'LOC_ADMIN_DIVISIONS', 'Chechnya'], ['Russia', 'LOC_ADMIN_DIVISIONS', 'Chechnya'], ['Russia', 'LOC_CONTAINS', 'Chechnya'], ['Chechnya', 'LOC_COUNTRY', 'Russia']]"
