text,gold_labels,generated
"Owen Le Vallee , president of the Liberation Day Committee , said his mother found a starving German in the outhouse during the year after D-Day , the 1944 Allied invasion of Europe.","[['Owen Le Vallee', 'Work_For', 'Liberation Day Committee']]","[['Owen Le Vallee', 'Work_For', 'Liberation Day Committee']]"
"KARBALA , Iraq ( AP )","[['KARBALA', 'Located_In', 'Iraq'], ['AP', 'OrgBased_In', 'KARBALA'], ['AP', 'OrgBased_In', 'Iraq']]","[['AP', 'OrgBased_In', 'KARBALA'], ['AP', 'OrgBased_In', 'Iraq']]"
"Another beacon of the better life is Prateep Ungsongtham , known as the ` ` Slum Angel of Bangkok. ' '","[['Prateep Ungsongtham', 'Live_In', 'Bangkok.']]","[['Prateeep Ungsongtham', 'Live_In', 'Bangkok']]"
"( Text ) In an interview with Interfax the chief of Belarus 's Security Committee , Eduard Shirkovskiy , has dismissed rumors that the copies of the files relating to Lee Harvey Oswald , who was charged with having assassinated President John Kennedy , will be handed to President Bill Clinton during his visit to Minsk .","[['Lee Harvey Oswald', 'Kill', 'President John Kennedy']]","[['Lee Harvey Oswald', 'Kill', 'President John Kennedy']]"
"Michael Henley Jr. , 10 , disappeared on a turkey hunt with his father in April 1988 in the mountains near their hometown of Grants , N.M. Ms. Calico , then 19 , disappeared five months later while bicycling on a country road near her hometown of Belen , N.M.","[['Michael Henley Jr.', 'Live_In', 'Grants'], ['Michael Henley Jr.', 'Live_In', 'N.M.'], ['Grants', 'Located_In', 'N.M.'], ['Ms. Calico', 'Live_In', 'N.M.'], ['Ms. Calico', 'Live_In', 'Belen'], ['Ms. Calico', 'Live_In', 'N.M.'], ['Belen', 'Located_In', 'N.M.']]","[['Ms. Calico', 'Live_In', 'Belen'], ['Michael Henley Jr.', 'Live_In', 'Grants'], ['Ms. Calico', 'Live_In', 'N.M.']]"
( Text ) Moscow April 25 TASS -- Preliminary marine pollution measurements taken from the sites of radioactive waste dumping by the former Soviet Union and Japan in the Sea of Japan did not reveal any Caesium-137 radioactive level fluctuations .,"[['TASS', 'OrgBased_In', 'Moscow']]","[['TASS', 'OrgBased_In', 'Moscow']]"
"Police arrested 10 Spanish Basque militants , including Jose Antonio Urutigoechea , considered by Madrid to be a top leader of the Spanish Basque separatist organization ETA , authorities said today .","[['Jose Antonio Urutigoechea', 'Work_For', 'ETA']]","[['Joaquin Antonio Urutigoechea', 'Work_For', 'ETA']]"
"The Warren Commission concluded that Oswald , acting alone , fired the shots that killed Kennedy and wounded John Connally , then the Texas governor .","[['Oswald', 'Kill', 'Kennedy']]","[['Oswald', 'Kill', 'Kennedy']]"
"The advisory committee voted 7-1 to recommend that the drug remain a prescription ingredient , said Susan Cruzan , an FDA spokeswoman.","[['Susan Cruzan', 'Work_For', 'FDA']]","[['Susan Cruzan', 'Work_For', 'FDA']]"
"` ` It 's been a nightmare , ' ' said Shelley Yeager , director of the Clara Barton camp at Oxford in central Massachusetts.","[['Oxford', 'Located_In', 'Massachusetts.']]","[['Shandey Yeager', 'Live_In', 'Clara Barton'], ['Oxford', 'Located_In', 'Massachusetts.']]"
"And William McKinley 's assassin Leon Czolgosz croons "" The Ballad of Czolgosz "" from the electric chair .","[['Leon Czolgosz', 'Kill', 'William McKinley']]","[['Leon Czolgosz', 'Kill', 'William McKinley']]"
Yeltsin Orders Audit of Ostankino Finances MK1401103094 Moscow MOSKOVSKIY KOMSOMOLETS in Russian 14 Jan 94 p 1,"[['MOSKOVSKIY KOMSOMOLETS', 'OrgBased_In', 'Moscow']]","[['MOSKOVSKIY KOMSOMOLETS', 'OrgBased_In', 'Moscow']]"
"` ` We are constantly getting confirmation that the U.S. economy is no longer in a boom phase , and that interest rates are falling , ' ' said a dealer at a U.S. bank in Frankfurt , West Germany.","[['Frankfurt', 'Located_In', 'West Germany.']]","[['Frankfurt', 'Located_In', 'West Germany']]"
"In 1969 , Sirhan Sirhan was convicted of assassinating U.S. Sen. Robert F. Kennedy .","[['Sirhan Sirhan', 'Kill', 'U.S. Sen. Robert F. Kennedy']]","[['Sirhan Sirhan', 'Kill', 'U.S. Sen. Robert F. Kennedy']]"
"Jesse Jackson easily won the Democratic precinct caucuses Saturday in his native South Carolina , while Sen. Bob Dole went on Illinois television for a half-hour plea for Republican votes in a state where he said he is the underdog .","[['Jesse Jackson', 'Live_In', 'South Carolina']]","[['Jesse Jackson', 'Live_In', 'South Carolina']]"
MEXICO CITY ( AP ),"[['AP', 'OrgBased_In', 'MEXICO CITY']]","[['AP', 'OrgBased_In', 'MEXICO CITY']]"
"Temperatures around the nation at 2 a.m. EST ranged from 2 degrees at Jackson , Wyo. , and Gunnison , Colo. , to 89 degrees at McAllen , Texas .","[['Jackson', 'Located_In', 'Wyo.'], ['Gunnison', 'Located_In', 'Colo.'], ['McAllen', 'Located_In', 'Texas']]","[['Jackson', 'Located_In', 'Wyo.'], ['Gunnison', 'Located_In', 'Colo.'], ['McAllen', 'Located_In', 'Texas']]"
"` ` We certainly believe it 's a prudent measure to go out and check to make sure there 's nothing wrong with the fleet , ' ' Boeing Commercial Airplanes spokesman Craig Martin said Wednesday in Seattle .","[['Craig Martin', 'Work_For', 'Boeing Commercial Airplanes']]","[['Craig Martin', 'Work_For', 'Boeing Commercial Airplanes']]"
As Rochester teacher union leader Adam Urbanski put it : ` ` We have set the table ; we have not served the meal yet. ' ',"[['Adam Urbanski', 'Live_In', 'Rochester']]","[['Adam Urbanski', 'Live_In', 'Rochester']]"
Tokyo MAINICHI SHIMBUN,"[['MAINICHI SHIMBUN', 'OrgBased_In', 'Tokyo']]","[['MAINICHI SHIMBUN', 'OrgBased_In', 'Tokyo']]"
"If the elections had been held during the last 10 days of May , that is , after the debate , Fernandez de Cevallos would reportedly be the next president of Mexico with 33.2 percent of the vote .","[['Fernandez de Cevallos', 'Live_In', 'Mexico']]","[['Fernandez de Cevallos', 'Live_In', 'Mexico']]"
Authorities say Oswald opened fire from a sixth-floor window there into Kennedy 's motorcade .,"[['Oswald', 'Kill', 'Kennedy']]","[['Oswald', 'Kill', 'Kennedy']]"
"Meanwhile , the historical society in Beaumont , Texas , Richardson 's hometown , plans to raise two statues on Feb. 3 _ one of Buddy Holly , Richardson and Valens , and a second of the Big Bopper alone .","[['Richardson', 'Live_In', 'Beaumont , Texas']]","[['Bearut', 'Located_In', 'Texas']]"
"At a briefing at NRC headquarters in nearby Rockville , Md. , Bernero said the volcanic cones in the area of Yucca Mountain have been a cause of concern for NRC experts.","[['NRC', 'OrgBased_In', 'Rockville'], ['NRC', 'OrgBased_In', 'Md.'], ['Rockville', 'Located_In', 'Md.'], ['Bernero', 'Work_For', 'NRC'], ['NRC', 'OrgBased_In', 'Rockville'], ['NRC', 'OrgBased_In', 'Md.']]","[['NRC', 'OrgBased_In', 'Rockville'], ['NRC', 'OrgBased_In', 'Md.'], ['Rockville', 'Located_In', 'Md.']]"
"( Text ) Saint-Gall , Switzerland , Feb 2 ( AFP ) -- The wreck of a twin-engine aircraft has been found 160 metres below the surface of Lake Constance , Swiss police said Tuesday ( 1 February ) .","[['Saint-Gall', 'Located_In', 'Switzerland'], ['AFP', 'OrgBased_In', 'Saint-Gall'], ['AFP', 'OrgBased_In', 'Switzerland']]","[['Stan-Gall', 'Located_In', 'Switzerland']]"
"According to the communique , clashes are continuing mainly in the Rancho Nuevo area at the military base in the southern Chiapas State .","[['Rancho Nuevo', 'Located_In', 'Chiapas State']]","[['Rancho Nuevo', 'Located_In', 'Chiapas State']]"
"Dallas police arrested Oswald there on Nov. 22 , 1963 , after the assassination of President John F. Kennedy .","[['Oswald', 'Kill', 'President John F. Kennedy']]","[['Oswald', 'Kill', 'President John F. Kennedy']]"
"In Washington state , near the Canadian border , firefighters hoped to contain an 850-acre fire by tonight , said Greg Thayer of the Forest Service.","[['Greg Thayer', 'Work_For', 'Forest Service.']]","[['Washington state', 'Located_In', 'Canada'], ['Greg Thayer', 'Work_For', 'Forest Service']]"
"In an "" electoral communique "" signed by CNTP Secretary Luis Cobos R. , the organization said it hopes that with this decision "" we will achieve the return of the Torrijist forces to power to stimulate the process of national liberation . ""","[['Luis Cobos R.', 'Work_For', 'CNTP']]","[['CNTP', 'OrgBased_In', 'Luis Cobos R.']]"
"In it , actor Edwin Booth tells us his version of his life story , in which he and not his brother John Wilkes shoots Abraham Lincoln at Ford 's Theater .","[['John Wilkes', 'Kill', 'Abraham Lincoln']]","[['Edwin Booth', 'Kill', 'Abraham Lincoln']]"
"In 1801 , Mormon leader Brigham Young was born in Whitingham , Vt .","[['Brigham Young', 'Live_In', 'Whitingham , Vt']]","[['Brigham Young', 'Live_In', 'Whitingham, Vt']]"
"The Warren Commission concluded that Lee Harvey Oswald , acting alone , fired the shots that killed Kennedy and wounded John Connally , then the Texas governor , on Nov. 22 , 1963 in Dallas .","[['Lee Harvey Oswald', 'Kill', 'Kennedy']]","[['Lee Harvey Oswald', 'Kill', 'Kennedy']]"
"The spilled fuel covered an area two miles long and nearly a half-mile wide , said Whitefish City Attorney Tom Muri.","[['Tom Muri.', 'Live_In', 'Whitefish City']]","[['Tom Muri.', 'Live_In', 'Whitefish City']]"
"In California 's Sierra Nevada foothills , firefighters today declared they had contained a fire that blackened 11 , 700 acres of brush and grassland and destroyed seven homes.","[['Sierra Nevada', 'Located_In', 'California']]","[['Sierra Nevada', 'Located_In', 'California']]"
""" I was hearing the same story , "" says James Hackett , an executive with Titan Systems and one of the leading missile experts in the U.S .","[['James Hackett', 'Work_For', 'Titan Systems'], ['James Hackett', 'Live_In', 'U.S .']]","[['James Hackett', 'Work_For', 'Titan Systems']]"
"The quake leveled much of Leninakan , Armenia 's second-largest city 10 miles east of the Turkish border and left thousands homeless .","[['Leninakan', 'Located_In', 'Armenia']]","[['Leninakan', 'Located_In', 'Armenia']]"
Pittsburgh-Corning Corp. of Pittsburgh ;,"[['Pittsburgh-Corning Corp.', 'OrgBased_In', 'Pittsburgh']]","[['Pittsburgh-Corning Corp.', 'OrgBased_In', 'Pittsburgh']]"
"Barrett is a member of the Illinois Commerce Commission , and Marshall is a lawyer and former legislative aide to Patrick.","[['Barrett', 'Work_For', 'Illinois Commerce Commission']]","[['Barrett', 'Work_For', 'Illinois Commerce Commission']]"
"During my recent tour , I met with Sultan Qabus Bin-Sa 'id of Oman .","[[""Sultan Qabus Bin-Sa 'id"", 'Live_In', 'Oman']]","[['Sultan Qabus Bin-Sa 'id', 'Live_In', 'Oman']]"
"Ten years ago : James Earl Ray , convicted of assassinating Dr. Martin Luther King Jr. in 1968 , repeated his assertion at a Capitol Hill hearing that he did not commit the crime , saying he 'd been set up to take the blame by a mysterious man called Raoul .","[['James Earl Ray', 'Kill', 'Dr. Martin Luther King Jr.']]","[['James Earl Ray', 'Kill', 'Dr. Martin Luther King Jr.']]"
They will also be cleaning the car Oswald drove on the day Kennedy was shot and the ambulance that took Oswald to hospital after he was shot by Jack Ruby .,"[['Jack Ruby', 'Kill', 'Oswald']]","[['Oswald', 'Kill', 'Kennedy']]"
"Widespread street flooding was reported throughout Brazoria , Fort Bend , Galveston and southern Harris Counties in southeast Texas.","[['Brazoria', 'Located_In', 'Texas.'], ['Fort Bend', 'Located_In', 'Texas.'], ['Galveston', 'Located_In', 'Texas.'], ['Harris Counties', 'Located_In', 'Texas.']]","[['Brazoria', 'Located_In', 'Fort Bend'], ['Fort Bend', 'Located_In', 'Galveston'], ['Harrisburg', 'Located_In', 'Texas'], ['Harrisburg', 'Located_In', 'Texas']]"
LD2804174994 Moscow INTERFAX in English 1601 GMT 28 Apr 94,"[['INTERFAX', 'OrgBased_In', 'Moscow']]","[['INTERFAX', 'OrgBased_In', 'Moscow']]"
"Navy sources said the Coral Sea , on duty with the 6th Fleet in the Mediterranean , left ` ` a few hours ' ' ahead of its scheduled departure.","[['6th Fleet', 'OrgBased_In', 'Mediterranean']]","[['Coral Sea', 'Located_In', 'Mediterranean']]"
"It is one of many deep below the arid surface , fed by underground channels that carry rainwater from the Najd plateau in northern Saudi Arabia to the west.","[['Najd plateau', 'Located_In', 'Saudi Arabia']]","[['Najd plateau', 'Located_In', 'Saudi Arabia']]"
